target_id,pref_name,organism,target_type_id,n_compounds
CHEMBL3581,Corticotropin releasing factor receptor 2,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL3582,Protein kinase C epsilon,Homo sapiens,SINGLE PROTEIN,427
CHEMBL3587,Dual specificity mitogen-activated protein kinase kinase 1,Homo sapiens,SINGLE PROTEIN,927
CHEMBL3589,Adenosine kinase,Homo sapiens,SINGLE PROTEIN,430
CHEMBL3590,Hormone sensitive lipase,Homo sapiens,SINGLE PROTEIN,187
CHEMBL3592,Squalene monooxygenase,Homo sapiens,SINGLE PROTEIN,65
CHEMBL3593,Lanosterol synthase,Homo sapiens,SINGLE PROTEIN,126
CHEMBL3594,Carbonic anhydrase IX,Homo sapiens,SINGLE PROTEIN,1492
CHEMBL3595,"Glutamate receptor ionotropic, AMPA 3",Homo sapiens,SINGLE PROTEIN,30
CHEMBL3596,Gastrin releasing peptide receptor,Mus musculus,SINGLE PROTEIN,52
CHEMBL3597,Serotonin 5a (5-HT5a) receptor,Mus musculus,SINGLE PROTEIN,40
CHEMBL3602,Sigma opioid receptor,Rattus norvegicus,SINGLE PROTEIN,752
CHEMBL3604,Protein kinase C gamma,Rattus norvegicus,SINGLE PROTEIN,85
CHEMBL3605,Squalene synthetase,Bos taurus,SINGLE PROTEIN,1
CHEMBL3607,Glutamate receptor ionotropic kainate 2,Rattus norvegicus,SINGLE PROTEIN,93
CHEMBL3608,Epidermal growth factor receptor erbB1,Mus musculus,SINGLE PROTEIN,65
CHEMBL3612,Calpain 2,Bos taurus,SINGLE PROTEIN,3
CHEMBL3614,Kappa opioid receptor,Rattus norvegicus,SINGLE PROTEIN,294
CHEMBL3616,Protein kinase C eta,Homo sapiens,SINGLE PROTEIN,309
CHEMBL3617,G1/S-specific cyclin E1,Homo sapiens,SINGLE PROTEIN,1
CHEMBL3618,Coagulation factor V,Homo sapiens,SINGLE PROTEIN,16
CHEMBL3619,UDP-glucuronosyltransferase 1A4,Homo sapiens,SINGLE PROTEIN,40
CHEMBL3621,Nociceptin receptor,Mus musculus,SINGLE PROTEIN,90
CHEMBL3622,Cytochrome P450 2C19,Homo sapiens,SINGLE PROTEIN,1191
CHEMBL3623,Quinone reductase 1),Homo sapiens,SINGLE PROTEIN,170
CHEMBL3626,Histone deacetylase,Cryptosporidium parvum,SINGLE PROTEIN,29
CHEMBL3629,Casein kinase II alpha,Homo sapiens,SINGLE PROTEIN,939
CHEMBL3630,Inosine-5'-monophosphate dehydrogenase,Escherichia coli K-12,SINGLE PROTEIN,28
CHEMBL3635,Neutral alpha-glucosidase C,Mus musculus,SINGLE PROTEIN,9
CHEMBL3636,Neuromedin B receptor,Homo sapiens,SINGLE PROTEIN,177
CHEMBL3637,Alpha-1a adrenergic receptor,Oryctolagus cuniculus,SINGLE PROTEIN,62
CHEMBL3638,RAS guanyl releasing protein 3,Homo sapiens,SINGLE PROTEIN,48
CHEMBL3640,3-oxoacyl-[acyl-carrier-protein] synthase III,Mycobacterium tuberculosis,SINGLE PROTEIN,55
CHEMBL3641,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Staphylococcus epidermidis (strain ATCC 35984 / RP62A),SINGLE PROTEIN,11
CHEMBL3644,Dihydrofolate reductase,Staphylococcus aureus subsp. aureus MW2,SINGLE PROTEIN,11
CHEMBL3646,Secreted effector protein,Yersinia pestis,SINGLE PROTEIN,58
CHEMBL3649,Xanthine dehydrogenase,Bos taurus,SINGLE PROTEIN,267
CHEMBL3650,Fibroblast growth factor receptor 1,Homo sapiens,SINGLE PROTEIN,1932
CHEMBL3651,Group VII phospholipase A2,Sus scrofa,SINGLE PROTEIN,15
CHEMBL3652,Beta-lactamase TEM,Enterobacter cloacae,SINGLE PROTEIN,33
CHEMBL3655,Tyrosine-protein kinase SRC,Gallus gallus,SINGLE PROTEIN,270
CHEMBL3656,Coagulation factor X,Bos taurus,SINGLE PROTEIN,116
CHEMBL3657,Isoleucyl-tRNA synthetase,Escherichia coli K-12,SINGLE PROTEIN,3
CHEMBL3658,Tubulin alpha chain,Sus scrofa,SINGLE PROTEIN,226
CHEMBL3660,Vitronectin receptor alpha,Homo sapiens,SINGLE PROTEIN,70
CHEMBL3663,Growth factor receptor-bound protein 2,Homo sapiens,SINGLE PROTEIN,274
CHEMBL3666,Serotonin 3a (5-HT3a) receptor,Cavia porcellus,SINGLE PROTEIN,51
CHEMBL3667,PI4-kinase alpha subunit,Homo sapiens,SINGLE PROTEIN,7
CHEMBL3668,Galectin-3,Mus musculus,SINGLE PROTEIN,1
CHEMBL3669,Glycogen synthase kinase-3 beta,Rattus norvegicus,SINGLE PROTEIN,17
CHEMBL3670,3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II,Homo sapiens,SINGLE PROTEIN,3
CHEMBL3671,Phenylalanyl-tRNA synthetase alpha chain,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),SINGLE PROTEIN,3
CHEMBL3672,Beta-ketoacyl-ACP synthase III,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),SINGLE PROTEIN,4
CHEMBL3673,Beta-ketoacyl-ACP synthase III,Staphylococcus aureus subsp. aureus Mu50,SINGLE PROTEIN,4
CHEMBL3674,Fatty acid binding protein epidermal,Homo sapiens,SINGLE PROTEIN,32
CHEMBL3675,P-hydroxybenzoate hydroxylase,Pseudomonas fluorescens,SINGLE PROTEIN,2
CHEMBL3676,C-C chemokine receptor type 5,Mus musculus,SINGLE PROTEIN,62
CHEMBL3680,Inducible nitric oxide synthase,Bos taurus,SINGLE PROTEIN,1
CHEMBL3681,Monoamine oxidase A,Mus musculus,SINGLE PROTEIN,11
CHEMBL3683,Glutamate receptor ionotropic kainate 2,Homo sapiens,SINGLE PROTEIN,134
CHEMBL3684,Glutamate receptor ionotropic kainate 3,Homo sapiens,SINGLE PROTEIN,21
CHEMBL3686,Phospholipase A2 group IIA,Rattus norvegicus,SINGLE PROTEIN,27
CHEMBL3687,Arachidonate 12-lipoxygenase,Homo sapiens,SINGLE PROTEIN,173
CHEMBL3688,Adenosine A1 receptor,Mus musculus,SINGLE PROTEIN,27
CHEMBL3690,GAR transformylase,Mus musculus,SINGLE PROTEIN,49
CHEMBL3691,Autotaxin,Homo sapiens,SINGLE PROTEIN,164
CHEMBL3693,Farnesyl pyrophosphate synthase,Leishmania donovani,SINGLE PROTEIN,66
CHEMBL3694,Dynein heavy chain,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL3698,Prion protein,Mus musculus,SINGLE PROTEIN,6
CHEMBL3699,GABA transporter 4,Mus musculus,SINGLE PROTEIN,42
CHEMBL3701,Luciferase,Luciola lateralis,SINGLE PROTEIN,21
CHEMBL3703,Mycothiol S-conjugate amidase,Mycobacterium tuberculosis,SINGLE PROTEIN,17
CHEMBL3705,Cytochrome P450 2A2,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL3706,ADAM17,Homo sapiens,SINGLE PROTEIN,1529
CHEMBL3707,Beta-2 adrenergic receptor,Mus musculus,SINGLE PROTEIN,17
CHEMBL3708,Presenilin 2,Homo sapiens,SINGLE PROTEIN,7
CHEMBL3709,Growth hormone-releasing hormone receptor,Rattus norvegicus,SINGLE PROTEIN,59
CHEMBL3710,Prostanoid EP3 receptor,Homo sapiens,SINGLE PROTEIN,669
CHEMBL3712,Cystinyl aminopeptidase,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL3713,Tyrosine 3-hydroxylase,Bos taurus,SINGLE PROTEIN,16
CHEMBL3715,Betaine transporter,Homo sapiens,SINGLE PROTEIN,8
CHEMBL3717,Hepatocyte growth factor receptor,Homo sapiens,SINGLE PROTEIN,2442
CHEMBL3718,Uridine phosphorylase 1,Mus musculus,SINGLE PROTEIN,48
CHEMBL3719,Melanocortin receptor 4,Mus musculus,SINGLE PROTEIN,273
CHEMBL3720,ATP-citrate synthase,Homo sapiens,SINGLE PROTEIN,47
CHEMBL3721,Cytochrome P450 2C8,Homo sapiens,SINGLE PROTEIN,151
CHEMBL3724,Lysophosphatidic acid receptor Edg-4,Homo sapiens,SINGLE PROTEIN,103
CHEMBL3726,Thymidine phosphorylase,Escherichia coli K-12,SINGLE PROTEIN,39
CHEMBL3727,Phospholipase C-delta-1,Homo sapiens,SINGLE PROTEIN,1
CHEMBL3728,Serum albumin,Bos taurus,SINGLE PROTEIN,267
CHEMBL3729,Carbonic anhydrase IV,Homo sapiens,SINGLE PROTEIN,328
CHEMBL3730,Dihydropteridine reductase,Homo sapiens,SINGLE PROTEIN,15
CHEMBL3731,Amphiregulin,Homo sapiens,SINGLE PROTEIN,5
CHEMBL3733,Muscarinic acetylcholine receptor M1,Mus musculus,SINGLE PROTEIN,50
CHEMBL3735,Vascular cell adhesion protein 1,Homo sapiens,SINGLE PROTEIN,186
CHEMBL3736,Angiotensin-converting enzyme 2,Homo sapiens,SINGLE PROTEIN,66
CHEMBL3737,Serotonin 1a (5-HT1a) receptor,Mus musculus,SINGLE PROTEIN,70
CHEMBL3738,Leukotriene A4 hydrolase,Mus musculus,SINGLE PROTEIN,47
CHEMBL3739,Ribonucleoside-diphosphate reductase M1 chain,Mus musculus,SINGLE PROTEIN,12
CHEMBL3740,Poly [ADP-ribose] polymerase-1,Mus musculus,SINGLE PROTEIN,56
CHEMBL3741,Phosphodiesterase 6A,Bos taurus,SINGLE PROTEIN,29
CHEMBL3743,Small conductance calcium-activated potassium channel protein 1,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3744,Glutamate receptor ionotropic kainate 3,Rattus norvegicus,SINGLE PROTEIN,64
CHEMBL3745,Glucoamylase,Aspergillus niger,SINGLE PROTEIN,1
CHEMBL3746,11-beta-hydroxysteroid dehydrogenase 2,Homo sapiens,SINGLE PROTEIN,396
CHEMBL3747,Calpain 1,Rattus norvegicus,SINGLE PROTEIN,17
CHEMBL3748,Cytochrome P450 24A1,Rattus norvegicus,SINGLE PROTEIN,18
CHEMBL3749,Beta-glucuronidase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),SINGLE PROTEIN,2
CHEMBL3750,Bacterial leucyl aminopeptidase,Vibrio proteolyticus,SINGLE PROTEIN,12
CHEMBL3751,Estrogen-related receptor beta,Homo sapiens,SINGLE PROTEIN,32
CHEMBL3753,"Glutamate receptor ionotropic, AMPA 1",Rattus norvegicus,SINGLE PROTEIN,136
CHEMBL3754,Beta-2 adrenergic receptor,Rattus norvegicus,SINGLE PROTEIN,55
CHEMBL3755,Coagulation factor X,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL3757,Phenylalanyl-tRNA synthetase mitochondrial,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL3759,Histamine H4 receptor,Homo sapiens,SINGLE PROTEIN,1171
CHEMBL3761,Beta-glucosidase,Homo sapiens,SINGLE PROTEIN,54
CHEMBL3762,Voltage-gated L-type calcium channel alpha-1C subunit,Rattus norvegicus,SINGLE PROTEIN,95
CHEMBL3764,Urotensin II receptor,Homo sapiens,SINGLE PROTEIN,446
CHEMBL3766,Vasopressin V2 receptor,Rattus norvegicus,SINGLE PROTEIN,560
CHEMBL3768,Neprilysin,Oryctolagus cuniculus,SINGLE PROTEIN,304
CHEMBL3769,Trypsin I,Bos taurus,SINGLE PROTEIN,769
CHEMBL3771,Human herpes virus 5 capsid protein P40,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),SINGLE PROTEIN,214
CHEMBL3772,Metabotropic glutamate receptor 1,Homo sapiens,SINGLE PROTEIN,522
CHEMBL3773,Adenylate kinase 1,Rattus norvegicus,SINGLE PROTEIN,10
CHEMBL3774,Phosphodiesterase 1A,Bos taurus,SINGLE PROTEIN,20
CHEMBL3775,Dual specificity phosphatase Cdc25A,Homo sapiens,SINGLE PROTEIN,244
CHEMBL3776,Caspase-8,Homo sapiens,SINGLE PROTEIN,396
CHEMBL3777,Metabotropic glutamate receptor 7,Homo sapiens,SINGLE PROTEIN,33
CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,958
CHEMBL3780,Small conductance calcium-activated potassium channel protein 3,Rattus norvegicus,SINGLE PROTEIN,56
CHEMBL3781,Serotonin 3b (5-HT3b) receptor,Mus musculus,SINGLE PROTEIN,10
CHEMBL3782,Xaa-Pro aminopeptidase 1,Homo sapiens,SINGLE PROTEIN,60
CHEMBL3783,Fatty acid synthase,Rattus norvegicus,SINGLE PROTEIN,58
CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,SINGLE PROTEIN,38
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Homo sapiens,SINGLE PROTEIN,564
CHEMBL3788,Serine/threonine-protein kinase PLK4,Homo sapiens,SINGLE PROTEIN,778
CHEMBL3789,Glutamine synthetase,Escherichia coli K-12,SINGLE PROTEIN,7
CHEMBL3795,Melanocortin receptor 1,Homo sapiens,SINGLE PROTEIN,705
CHEMBL3796,Guanylate cyclase soluble alpha-3 chain,Homo sapiens,SINGLE PROTEIN,1
CHEMBL3797,Serine-protein kinase ATM,Homo sapiens,SINGLE PROTEIN,101
CHEMBL3798,Calcitonin gene-related peptide type 1 receptor,Homo sapiens,SINGLE PROTEIN,584
CHEMBL3799,Neurokinin 3 receptor,Cavia porcellus,SINGLE PROTEIN,47
CHEMBL3802,Neuropeptide Y receptor type 5,Mus musculus,SINGLE PROTEIN,123
CHEMBL3805,Voltage-gated L-type calcium channel alpha-1S subunit,Homo sapiens,SINGLE PROTEIN,40
CHEMBL3807,T-cell protein-tyrosine phosphatase,Homo sapiens,SINGLE PROTEIN,434
CHEMBL3808,S-adenosylmethionine decarboxylase 1,Rattus norvegicus,SINGLE PROTEIN,36
CHEMBL3809,"Nitric-oxide synthase, endothelial",Sus scrofa,SINGLE PROTEIN,13
CHEMBL3810,Fibronectin,Homo sapiens,SINGLE PROTEIN,4
CHEMBL3811,Estrogen sulfotransferase,Sus scrofa,SINGLE PROTEIN,10
CHEMBL3813,Dipeptidyl peptidase IV,Sus scrofa,SINGLE PROTEIN,85
CHEMBL3814,Creatine transporter,Rattus norvegicus,SINGLE PROTEIN,12
CHEMBL3815,Squalene synthetase,Rattus norvegicus,SINGLE PROTEIN,541
CHEMBL3816,Cytosolic phospholipase A2,Homo sapiens,SINGLE PROTEIN,269
CHEMBL3817,Bcl2-antagonist of cell death (BAD),Homo sapiens,SINGLE PROTEIN,94
CHEMBL3818,Neuronal acetylcholine receptor subunit alpha-3,Rattus norvegicus,SINGLE PROTEIN,36
CHEMBL3819,Lysophosphatidic acid receptor Edg-2,Homo sapiens,SINGLE PROTEIN,153
CHEMBL3820,Hexokinase type IV,Homo sapiens,SINGLE PROTEIN,452
CHEMBL3821,Cysteine proteinase B,Leishmania mexicana,SINGLE PROTEIN,4
CHEMBL3822,Beta-ketoacyl-ACP synthase III,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),SINGLE PROTEIN,4
CHEMBL3823,L-lactate dehydrogenase B chain,Sus scrofa,SINGLE PROTEIN,4
CHEMBL3825,Penicillin-binding protein 2,Staphylococcus aureus,SINGLE PROTEIN,5
CHEMBL3827,Chitin synthase 1,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,2
CHEMBL3829,CaM kinase II gamma,Homo sapiens,SINGLE PROTEIN,646
CHEMBL3830,Adaptor-associated kinase,Homo sapiens,SINGLE PROTEIN,83
CHEMBL3831,MAP/microtubule affinity-regulating kinase 2,Homo sapiens,SINGLE PROTEIN,717
CHEMBL3832,ULK3 kinase,Mus musculus,SINGLE PROTEIN,6
CHEMBL3833,Trace amine-associated receptor 1,Rattus norvegicus,SINGLE PROTEIN,89
CHEMBL3834,Tyrosine-protein kinase BMX,Homo sapiens,SINGLE PROTEIN,97
CHEMBL3835,Serine/threonine-protein kinase NEK2,Homo sapiens,SINGLE PROTEIN,1058
CHEMBL3836,LIM domain kinase 1,Homo sapiens,SINGLE PROTEIN,903
CHEMBL3837,Cathepsin L,Homo sapiens,SINGLE PROTEIN,1748
CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,5
CHEMBL3840,Ribonucleoside-diphosphate reductase large chain,Herpes simplex virus (type 1 / strain 17),SINGLE PROTEIN,61
CHEMBL3842,Metabotropic glutamate receptor 6,Rattus norvegicus,SINGLE PROTEIN,41
CHEMBL3845,P2X purinoceptor 4,Mus musculus,SINGLE PROTEIN,1
CHEMBL3847,"AMP-activated protein kinase, beta-1 subunit",Homo sapiens,SINGLE PROTEIN,5
CHEMBL3848,Receptor protein-tyrosine kinase erbB-2,Rattus norvegicus,SINGLE PROTEIN,13
CHEMBL3849,Cytochrome P450 51,Homo sapiens,SINGLE PROTEIN,39
CHEMBL3852,Human immunodeficiency virus type 1 REV,Human immunodeficiency virus 1,SINGLE PROTEIN,11
CHEMBL3855,UDP-3-O-acyl-GlcNAc deacetylase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),SINGLE PROTEIN,64
CHEMBL3856,Brain glycogen phosphorylase,Homo sapiens,SINGLE PROTEIN,80
CHEMBL3858,Carnitine palmitoyltransferase 1A,Rattus norvegicus,SINGLE PROTEIN,30
CHEMBL3859,Cytochrome P450 19A1,Rattus norvegicus,SINGLE PROTEIN,122
CHEMBL3862,"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform",Bos taurus,SINGLE PROTEIN,19
CHEMBL3863,Protein kinase C mu,Homo sapiens,SINGLE PROTEIN,192
CHEMBL3864,Protein-tyrosine phosphatase 2C,Homo sapiens,SINGLE PROTEIN,307
CHEMBL3865,Beta-glucosidase cytosolic,Homo sapiens,SINGLE PROTEIN,3
CHEMBL3867,Alcohol dehydrogenase class IV,Homo sapiens,SINGLE PROTEIN,8
CHEMBL3868,Ecdysone receptor,Bombyx mori,SINGLE PROTEIN,19
CHEMBL3869,Matrix metalloproteinase 14,Homo sapiens,SINGLE PROTEIN,688
CHEMBL3870,Matrix metalloproteinase 9,Rattus norvegicus,SINGLE PROTEIN,37
CHEMBL3871,Aldehyde reductase,Rattus norvegicus,SINGLE PROTEIN,40
CHEMBL3872,C-C chemokine receptor type 1,Mus musculus,SINGLE PROTEIN,59
CHEMBL3873,Aminoacyl-tRNA synthetase,Homo sapiens,SINGLE PROTEIN,31
CHEMBL3875,Thyrotropin-releasing hormone receptor 2,Rattus norvegicus,SINGLE PROTEIN,27
CHEMBL3878,Phosphodiesterase 6A,Homo sapiens,SINGLE PROTEIN,47
CHEMBL3879,Metabotropic glutamate receptor 7,Rattus norvegicus,SINGLE PROTEIN,34
CHEMBL3880,Heat shock protein HSP 90-alpha,Homo sapiens,SINGLE PROTEIN,391
CHEMBL3881,Tissue inhibitor of metalloproteinases-3,Rattus norvegicus,SINGLE PROTEIN,37
CHEMBL3882,Hexokinase type IV,Rattus norvegicus,SINGLE PROTEIN,33
CHEMBL3883,Dipeptidyl peptidase IV,Mus musculus,SINGLE PROTEIN,8
CHEMBL3884,Sodium/glucose cotransporter 2,Homo sapiens,SINGLE PROTEIN,774
CHEMBL3886,Mixed lineage kinase 7,Homo sapiens,SINGLE PROTEIN,694
CHEMBL3888,Elastase 2A,Rattus norvegicus,SINGLE PROTEIN,5
CHEMBL3890,Selectin E,Homo sapiens,SINGLE PROTEIN,198
CHEMBL3891,Calpain 1,Homo sapiens,SINGLE PROTEIN,532
CHEMBL3892,Sphingosine 1-phosphate receptor Edg-3,Homo sapiens,SINGLE PROTEIN,889
CHEMBL3895,Serotonin 3b (5-HT3b) receptor,Homo sapiens,SINGLE PROTEIN,11
CHEMBL3896,Voltage-gated calcium channel alpha2/delta subunit 2,Homo sapiens,SINGLE PROTEIN,26
CHEMBL3897,DNA polymerase III,Bacillus subtilis (strain 168),SINGLE PROTEIN,134
CHEMBL3898,Bone morphogenetic protein 1,Homo sapiens,SINGLE PROTEIN,395
CHEMBL3900,Leukocyte proteinase 3,Homo sapiens,SINGLE PROTEIN,7
CHEMBL3902,Glutathione S-transferase Pi,Homo sapiens,SINGLE PROTEIN,75
CHEMBL3903,Beta-mannosidase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL3904,"Inositol 1,4,5-trisphosphate receptor type 3",Homo sapiens,SINGLE PROTEIN,10
CHEMBL3905,Tyrosine-protein kinase Lyn,Homo sapiens,SINGLE PROTEIN,919
CHEMBL3906,Ribosomal protein S6 kinase alpha 2,Homo sapiens,SINGLE PROTEIN,84
CHEMBL3908,"Lignostilbene alpha, beta-dioxygenase",Sphingomonas paucimobilis,SINGLE PROTEIN,7
CHEMBL3910,11-beta-hydroxysteroid dehydrogenase 1,Mus musculus,SINGLE PROTEIN,859
CHEMBL3911,Leukotriene B4 receptor 1,Homo sapiens,SINGLE PROTEIN,351
CHEMBL3912,Carbonic anhydrase XIII,Homo sapiens,SINGLE PROTEIN,159
CHEMBL3913,Complement C1s,Homo sapiens,SINGLE PROTEIN,122
CHEMBL3916,Acetylcholine receptor protein delta chain,Torpedo californica,SINGLE PROTEIN,76
CHEMBL3917,Thyroid hormone receptor beta-1,Rattus norvegicus,SINGLE PROTEIN,44
CHEMBL3918,Receptor-type tyrosine-protein phosphatase alpha,Homo sapiens,SINGLE PROTEIN,61
CHEMBL3919,Potassium-transporting ATPase alpha chain 1,Sus scrofa,SINGLE PROTEIN,36
CHEMBL3920,Protein kinase C theta,Homo sapiens,SINGLE PROTEIN,899
CHEMBL3921,Heparanase,Homo sapiens,SINGLE PROTEIN,218
CHEMBL3922,Methionine aminopeptidase 2,Homo sapiens,SINGLE PROTEIN,455
CHEMBL3923,Nischarin,Homo sapiens,SINGLE PROTEIN,174
CHEMBL3924,Dual specificity phosphatase 22,Homo sapiens,SINGLE PROTEIN,44
CHEMBL3925,17-beta-hydroxysteroid-dehydrogenase,Cochliobolus lunatus,SINGLE PROTEIN,8
CHEMBL3926,Carbonic anhydrase,Methanobacterium thermoautotrophicum,SINGLE PROTEIN,18
CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,78
CHEMBL3928,C-C chemokine receptor type 3,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3929,Coagulation factor X,Canis lupus familiaris,SINGLE PROTEIN,2
CHEMBL3930,Triosephosphate isomerase,Oryctolagus cuniculus,SINGLE PROTEIN,2
CHEMBL3932,Carbonic anhydrase,Methanosarcina thermophila,SINGLE PROTEIN,24
CHEMBL3933,Prostanoid DP receptor,Mus musculus,SINGLE PROTEIN,101
CHEMBL3935,Serine/threonine-protein kinase Aurora-C,Homo sapiens,SINGLE PROTEIN,128
CHEMBL3936,Alpha-galactosidase C,Aspergillus niger,SINGLE PROTEIN,1
CHEMBL3937,Bovine viral diarrhoea virus polyprotein,Bovine viral diarrhea virus (strain CP7) (BVDV) (Mucosal diseasevirus),SINGLE PROTEIN,1
CHEMBL3938,Serine/threonine-protein kinase 16,Homo sapiens,SINGLE PROTEIN,84
CHEMBL3939,Thioesterase GrsT homolog tycF,Brevibacillus brevis,SINGLE PROTEIN,35
CHEMBL3942,Neurokinin 1 receptor,Cavia porcellus,SINGLE PROTEIN,391
CHEMBL3943,Histamine H1 receptor,Cavia porcellus,SINGLE PROTEIN,671
CHEMBL3944,Vasopressin V2 receptor,Sus scrofa,SINGLE PROTEIN,51
CHEMBL3945,Choline acetylase,Rattus norvegicus,SINGLE PROTEIN,44
CHEMBL3946,Mannose-6-phosphate isomerase,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),SINGLE PROTEIN,12
CHEMBL3948,Angiotensin II type 1a (AT-1a) receptor,Oryctolagus cuniculus,SINGLE PROTEIN,1135
CHEMBL3949,Endothelin receptor ET-B,Sus scrofa,SINGLE PROTEIN,440
CHEMBL3952,Kappa opioid receptor,Cavia porcellus,SINGLE PROTEIN,1863
CHEMBL3954,Cell division protein zipA,Escherichia coli K-12,SINGLE PROTEIN,2
CHEMBL3956,Mitogen-activated protein kinase kinase kinase 1,Homo sapiens,SINGLE PROTEIN,87
CHEMBL3957,Phospho-N-acetylmuramoyl-pentapeptide-transferase,Escherichia coli K-12,SINGLE PROTEIN,8
CHEMBL3959,Quinone reductase 2,Homo sapiens,SINGLE PROTEIN,233
CHEMBL3960,Fibroblast growth factor receptor 1,Mus musculus,SINGLE PROTEIN,6
CHEMBL3961,MAP kinase p38 beta,Homo sapiens,SINGLE PROTEIN,212
CHEMBL3962,Kynurenine--oxoglutarate transaminase I,Homo sapiens,SINGLE PROTEIN,25
CHEMBL3963,Dihydrofolate reductase,Plasmodium berghei str. ANKA,SINGLE PROTEIN,35
CHEMBL3964,Phospholipase C-gamma-1,Homo sapiens,SINGLE PROTEIN,11
CHEMBL3965,Leucine aminopeptidase,Homo sapiens,SINGLE PROTEIN,60
CHEMBL3967,Phospholipase A2 isozyme DE-I,Naja melanoleuca,SINGLE PROTEIN,7
CHEMBL3968,Phospholipase A2 isozyme CM-I,Naja mossambica,SINGLE PROTEIN,8
CHEMBL3969,Carbonic anhydrase VB,Homo sapiens,SINGLE PROTEIN,183
CHEMBL3970,IgA protease,Neisseria gonorrhoeae,SINGLE PROTEIN,10
CHEMBL3972,GAR transformylase,Homo sapiens,SINGLE PROTEIN,93
CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,95
CHEMBL3974,Proteinase-activated receptor 1,Homo sapiens,SINGLE PROTEIN,645
CHEMBL3975,"Fructose-1,6-bisphosphatase",Homo sapiens,SINGLE PROTEIN,379
CHEMBL3976,Dipeptidyl peptidase II,Homo sapiens,SINGLE PROTEIN,1352
CHEMBL3977,Phosphodiesterase 6C,Homo sapiens,SINGLE PROTEIN,8
CHEMBL3979,Peroxisome proliferator-activated receptor delta,Homo sapiens,SINGLE PROTEIN,1510
CHEMBL3980,Serine/threonine-protein kinase 17B,Homo sapiens,SINGLE PROTEIN,81
CHEMBL3981,Serine/threonine-protein kinase 10,Homo sapiens,SINGLE PROTEIN,82
CHEMBL3982,Tyrosine-protein kinase FER,Homo sapiens,SINGLE PROTEIN,534
CHEMBL3983,Dual specificity protein kinase TTK,Homo sapiens,SINGLE PROTEIN,154
CHEMBL3984,Tyrosine- and threonine-specific cdc2-inhibitory kinase,Homo sapiens,SINGLE PROTEIN,84
CHEMBL3985,Voltage-dependent calcium channel alpha2delta subunit,Sus scrofa,SINGLE PROTEIN,53
CHEMBL3986,GABA receptor subunit,Musca domestica,SINGLE PROTEIN,15
CHEMBL3987,Ephrin type-A receptor 5,Homo sapiens,SINGLE PROTEIN,84
CHEMBL3988,Ephrin type-A receptor 4,Homo sapiens,SINGLE PROTEIN,92
CHEMBL3991,Coagulation factor VII,Homo sapiens,SINGLE PROTEIN,366
CHEMBL3992,Cystic fibrosis transmembrane conductance regulator,Rattus norvegicus,SINGLE PROTEIN,11
CHEMBL3993,Platelet activating factor receptor,Mus musculus,SINGLE PROTEIN,13
CHEMBL3994,Enoyl-[acyl-carrier-protein] reductase,Staphylococcus aureus subsp. aureus MRSA252,SINGLE PROTEIN,47
CHEMBL3996,Oxytocin receptor,Rattus norvegicus,SINGLE PROTEIN,532
CHEMBL3997,Insulin-like growth factor binding protein 3,Homo sapiens,SINGLE PROTEIN,44
CHEMBL3998,Dopamine D2 receptor,Bos taurus,SINGLE PROTEIN,307
CHEMBL3999,Cell division protein ftsZ,Escherichia coli K-12,SINGLE PROTEIN,1
CHEMBL4001,Histone deacetylase 1,Mus musculus,SINGLE PROTEIN,22
CHEMBL4002,Histidyl-tRNA synthetase,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4003,Histidase,Homo sapiens,SINGLE PROTEIN,2
